sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
KC762629	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762630	ncbi-nuccore	1	1IV	1IV_C			
KC762631	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762632	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762633	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762634	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762635	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762636	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762637	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762638	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762639	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762640	ncbi-nuccore	1	1IV	1IV_B			
KC762641	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762642	ncbi-nuccore	1	1I				
KC762643	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762644	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762645	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762646	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762647	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762648	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762649	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762650	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762651	ncbi-nuccore	1	1IV	1IV_C			
KC762652	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762653	ncbi-nuccore	1	1IV	1IV_B			
KC762654	ncbi-nuccore	1	1I	1I_K	1I_K4		
KC762655	ncbi-nuccore	2	2II	2II_E	2II_E2		
KC762656	ncbi-nuccore	2	2II	2II_E	2II_E2		
KC762657	ncbi-nuccore	2	2II				
KC762658	ncbi-nuccore	2	2II				
KC762659	ncbi-nuccore	2	2II				
KC762660	ncbi-nuccore	2	2II				
KC762661	ncbi-nuccore	2	2II	2II_E			
KC762662	ncbi-nuccore	2	2II	2II_E			
KC762663	ncbi-nuccore	2	2II	2II_E			
KC762664	ncbi-nuccore	2	2II	2II_E			
KC762665	ncbi-nuccore	2	2II	2II_E			
KC762666	ncbi-nuccore	2	2II	2II_E			
KC762667	ncbi-nuccore	2	2II	2II_E			
KC762668	ncbi-nuccore	2	2II				
KC762669	ncbi-nuccore	2	2II				
KC762670	ncbi-nuccore	2	2II				
KC762671	ncbi-nuccore	2	2II	2II_D	2II_D2		
KC762672	ncbi-nuccore	2	2II	2II_D	2II_D2		
KC762673	ncbi-nuccore	2	2II	2II_D	2II_D3		
KC762674	ncbi-nuccore	2	2II	2II_D	2II_D3		
KC762675	ncbi-nuccore	2	2II	2II_D	2II_D3		
KC762676	ncbi-nuccore	2	2II	2II_D	2II_D3		
KC762677	ncbi-nuccore	2	2II	2II_D	2II_D3		
KC762678	ncbi-nuccore	2	2II	2II_E			
KC762679	ncbi-nuccore	2	2II	2II_D	2II_D2		
KC762680	ncbi-nuccore	2	2II	2II_D	2II_D2		
KC762681	ncbi-nuccore	3	3I	3I_A			
KC762682	ncbi-nuccore	3	3I	3I_A			
KC762683	ncbi-nuccore	3	3I	3I_A			
KC762684	ncbi-nuccore	3	3I	3I_A			
KC762685	ncbi-nuccore	3	3I	3I_A			
KC762686	ncbi-nuccore	3	3I	3I_A			
KC762687	ncbi-nuccore	3	3I	3I_A			
KC762688	ncbi-nuccore	3	3I	3I_A			
KC762689	ncbi-nuccore	3	3I	3I_A			
KC762690	ncbi-nuccore	3	3I	3I_A			
KC762691	ncbi-nuccore	3	3I	3I_A	3I_A1		
KC762692	ncbi-nuccore	3	3I	3I_A			
KC762693	ncbi-nuccore	3	3I	3I_A			
KC762694	ncbi-nuccore	4	4II	4II_A	4II_A2		
KC762695	ncbi-nuccore	4	4II	4II_A			
KC762696	ncbi-nuccore	4	4II	4II_A	4II_A2		
KC762697	ncbi-nuccore	4	4II	4II_A			
KC762698	ncbi-nuccore	4	4II	4II_A	4II_A2		
KC762699	ncbi-nuccore	4	4II	4II_A	4II_A2		
KC964093	ncbi-nuccore	2	2II	2II_C	2II_C2		
KC964094	ncbi-nuccore	2	2II				
KC964095	ncbi-nuccore	2	2V	2V_D			
KF041232	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KF041233	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KF041234	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KF041235	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KF041236	ncbi-nuccore	2	2II	2II_A	2II_A1		
KF041237	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KF041254	ncbi-nuccore	3	3III	3III_B			
KF041255	ncbi-nuccore	3	3III	3III_B			
KF041256	ncbi-nuccore	3	3III	3III_B			
KF041257	ncbi-nuccore	3	3III	3III_B			
KF041258	ncbi-nuccore	3	3III	3III_B			
KF041259	ncbi-nuccore	3	3III	3III_B			
KF041260	ncbi-nuccore	4	4I	4I_B	4I_B2		
KF184975	ncbi-nuccore	1	1VII	1VII_A			
KF289072	ncbi-nuccore	1	1III	1III_A			
KF289073	ncbi-nuccore	1	1V				
KF360005	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KF479233	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KF672759	ncbi-nuccore	1	1V	1V_A			
KF672760	ncbi-nuccore	1	1V	1V_E	1V_E4		
KF672761	ncbi-nuccore	1	1V		1V_D1		
KF672762	ncbi-nuccore	1	1V				
KF672763	ncbi-nuccore	1	1V				
KF672764	ncbi-nuccore	1	1V				
KF704354	ncbi-nuccore	2					
KF704355	ncbi-nuccore	2					
KF704356	ncbi-nuccore	2					
KF704357	ncbi-nuccore	2					
KF704358	ncbi-nuccore	2					
KF744397	ncbi-nuccore	2	2II	2II_C	2II_C2		
KF744398	ncbi-nuccore	2	2II	2II_C	2II_C2		
KF744399	ncbi-nuccore	2	2IV				
KF744400	ncbi-nuccore	2	2IV				
KF744401	ncbi-nuccore	2	2IV				
KF744402	ncbi-nuccore	2	2IV				
KF744403	ncbi-nuccore	2	2IV				
KF744404	ncbi-nuccore	2	2IV				
KF744405	ncbi-nuccore	2	2IV				
KF744406	ncbi-nuccore	2	2IV				
KF744407	ncbi-nuccore	2	2IV				
KF744408	ncbi-nuccore	2	2IV				
KF824902	ncbi-nuccore	3	3II	3II_B			
KF824903	ncbi-nuccore	3	3II	3II_B			
KF864667	ncbi-nuccore	1	1VII	1VII_A			
KF887994	ncbi-nuccore	1	1I				
KF907503	ncbi-nuccore	4	4II	4II_B	4II_B1		
KF921911	ncbi-nuccore	1	1V				
KF921912	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921913	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921914	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921915	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921916	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921917	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921918	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921919	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921920	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921921	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921922	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921923	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921924	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921925	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921926	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921927	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921928	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921929	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF921930	ncbi-nuccore	2	2V	2V_A			
KF921931	ncbi-nuccore	2	2III	2III_A			
KF921932	ncbi-nuccore	1	1I				
KF921933	ncbi-nuccore	1	1I		1I_E3		
KF921934	ncbi-nuccore	1	1I	1I_G			
KF921935	ncbi-nuccore	1	1I				
KF921936	ncbi-nuccore	1	1I	1I_G			
KF921937	ncbi-nuccore	1	1I	1I_C			
KF921938	ncbi-nuccore	1	1I	1I_C			
KF921939	ncbi-nuccore	1	1I	1I_G	1I_K7		
KF921940	ncbi-nuccore	1	1I				
KF921941	ncbi-nuccore	1	1I				
KF921942	ncbi-nuccore	1	1I				
KF921943	ncbi-nuccore	1	1I				
KF921944	ncbi-nuccore	1	1I	1I_G			
KF921945	ncbi-nuccore	1	1I				
KF921946	ncbi-nuccore	1	1I	1I_C			
KF921947	ncbi-nuccore	1	1I	1I_E			
KF921948	ncbi-nuccore	1	1I				
KF921949	ncbi-nuccore	1	1I				
KF921950	ncbi-nuccore	1	1I	1I_C			
KF921951	ncbi-nuccore	1	1I	1I_G	1I_K7		
KF921952	ncbi-nuccore	1	1I	1I_K	1I_K7		
KF954945	ncbi-nuccore	3	3III	3III_B	3III_B3		
KF954946	ncbi-nuccore	3	3III	3III_B	3III_B3		
KF954947	ncbi-nuccore	3	3III	3III_B	3III_B3		
KF954948	ncbi-nuccore	3	3III	3III_B	3III_B3		
KF954949	ncbi-nuccore	3	3III	3III_B	3III_B3		
KF955332	ncbi-nuccore	3	3II	3II_A			
KF955333	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955334	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955335	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955338	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955340	ncbi-nuccore	2	2III	2III_D			
KF955342	ncbi-nuccore	2	2III				
KF955344	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955345	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955346	ncbi-nuccore	2	2III	2III_D	2III_D3		
KF955348	ncbi-nuccore	2	2III	2III_D			
KF955350	ncbi-nuccore	2	2III				
KF955352	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955353	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955354	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955355	ncbi-nuccore	2	2III	2III_C	2III_C2		
KF955356	ncbi-nuccore	2	2III	2III_D			
KF955357	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955358	ncbi-nuccore	2	2V	2V_A	2V_A1		
KF955359	ncbi-nuccore	2	2III	2III_B			
KF955360	ncbi-nuccore	2	2III	2III_B			
KF955361	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955362	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955363	ncbi-nuccore	2	2III				
KF955364	ncbi-nuccore	2	2III	2III_B			
KF955365	ncbi-nuccore	2	2III	2III_D			
KF955366	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955367	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955368	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955369	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955370	ncbi-nuccore	2	2III				
KF955371	ncbi-nuccore	2	2III				
KF955372	ncbi-nuccore	2	2III	2III_B			
KF955373	ncbi-nuccore	2	2III	2III_B			
KF955374	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955375	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955376	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955377	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955378	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955379	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955380	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955381	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955382	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955383	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955384	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955385	ncbi-nuccore	2	2III	2III_D			
KF955386	ncbi-nuccore	2	2III	2III_D			
KF955387	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955388	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955389	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955390	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955391	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955392	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955393	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
KF955394	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955395	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955396	ncbi-nuccore	2	2III	2III_D	2III_D1		
KF955398	ncbi-nuccore	2	2V	2V_A	2V_A1		
KF955399	ncbi-nuccore	2	2V	2V_A	2V_A4		
KF955400	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
KF955401	ncbi-nuccore	2	2V	2V_A	2V_A1		
KF955402	ncbi-nuccore	2	2V	2V_A	2V_A1		
KF955403	ncbi-nuccore	1	1V				
KF955404	ncbi-nuccore	1	1V				
KF955405	ncbi-nuccore	1	1I				
KF955406	ncbi-nuccore	1	1I	1I_D			
KF955407	ncbi-nuccore	1	1V	1V_F			
KF955408	ncbi-nuccore	1	1V	1V_F			
KF955409	ncbi-nuccore	1	1V				
KF955411	ncbi-nuccore	1	1V				
KF955413	ncbi-nuccore	1	1V	1V_F			
KF955414	ncbi-nuccore	1	1V	1V_E			
KF955415	ncbi-nuccore	1	1V	1V_C			
KF955416	ncbi-nuccore	1	1V	1V_C			
KF955417	ncbi-nuccore	1	1V	1V_C			
KF955418	ncbi-nuccore	1	1V	1V_C			
KF955419	ncbi-nuccore	1	1V				
KF955420	ncbi-nuccore	1	1V	1V_C			
KF955421	ncbi-nuccore	1	1V	1V_C			
KF955422	ncbi-nuccore	1	1V				
KF955423	ncbi-nuccore	1	1V	1V_C			
KF955424	ncbi-nuccore	1	1V	1V_C			
KF955425	ncbi-nuccore	1	1V	1V_C			
KF955426	ncbi-nuccore	1	1V	1V_C			
KF955427	ncbi-nuccore	1	1V	1V_C			
KF955428	ncbi-nuccore	1	1V				
KF955429	ncbi-nuccore	1	1V	1V_C			
KF955430	ncbi-nuccore	1	1V	1V_C			
KF955431	ncbi-nuccore	1	1V	1V_C			
KF955432	ncbi-nuccore	1	1V				
KF955433	ncbi-nuccore	1	1V				
KF955435	ncbi-nuccore	1	1I				
KF955437	ncbi-nuccore	1	1V				
KF955438	ncbi-nuccore	1	1V				
KF955439	ncbi-nuccore	1	1V				
KF955440	ncbi-nuccore	1	1I	1I_G			
KF955441	ncbi-nuccore	1	1V				
KF955442	ncbi-nuccore	1	1V				
KF955443	ncbi-nuccore	1	1V				
KF955444	ncbi-nuccore	1	1I	1I_E			
KF955445	ncbi-nuccore	1	1I	1I_K	1I_K7		
KF955446	ncbi-nuccore	1	1I				
KF955447	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955448	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955449	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955451	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955452	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955453	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955454	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955455	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955456	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955457	ncbi-nuccore	3	3II	3II_A	3II_A1		
KF955458	ncbi-nuccore	3	3II	3II_A	3II_A1		
KF955459	ncbi-nuccore	3	3II	3II_A	3II_A1		
KF955460	ncbi-nuccore	3	3II	3II_A	3II_A1		
KF955461	ncbi-nuccore	3	3II	3II_A			
KF955462	ncbi-nuccore	3	3II	3II_A			
KF955463	ncbi-nuccore	3	3II	3II_A			
KF955464	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955465	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955466	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955467	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955468	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955469	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955470	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955471	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955472	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955473	ncbi-nuccore	3	3III	3III_C			
KF955474	ncbi-nuccore	3	3III				
KF955475	ncbi-nuccore	3	3III				
KF955476	ncbi-nuccore	3	3II				
KF955477	ncbi-nuccore	3	3II				
KF955478	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955479	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955480	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955481	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955482	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955483	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955485	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955486	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955487	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955488	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955489	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955490	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955491	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955492	ncbi-nuccore	3	3III	3III_C	3III_C1		
KF955493	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955494	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955495	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955496	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955497	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955498	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955499	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955500	ncbi-nuccore	3	3III	3III_C			
KF955501	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955502	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955503	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF955504	ncbi-nuccore	3	3III	3III_C			
KF955505	ncbi-nuccore	3	3III	3III_C			
KF955506	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955507	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955508	ncbi-nuccore	3	3II	3II_A	3II_A2		
KF955509	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KF955510	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955511	ncbi-nuccore	4	4I	4I_A			
KF955512	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955513	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955514	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955515	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955516	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955517	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955518	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955519	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955520	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955521	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955522	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955523	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
KF955525	ncbi-nuccore	4	4I	4I_A			
KF955526	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955527	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955528	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955529	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955530	ncbi-nuccore	4	4I	4I_A	4I_A1		
KF955531	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955533	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF955534	ncbi-nuccore	4	4I	4I_A	4I_A2		
KF971695	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971696	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971697	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971698	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971699	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971700	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971701	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971702	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971703	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971704	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971705	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971708	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971709	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971710	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971711	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF971712	ncbi-nuccore	1	1I				
KF971869	ncbi-nuccore	1	1I	1I_K	1I_K6		
KF971870	ncbi-nuccore	1	1I	1I_K	1I_K6		
KF971871	ncbi-nuccore	1	1I	1I_K	1I_K6		
KF973453	ncbi-nuccore	1	1V	1V_C			
KF973454	ncbi-nuccore	1	1V	1V_B			
KF973455	ncbi-nuccore	1	1V	1V_B			
KF973456	ncbi-nuccore	1	1V	1V_B			
KF973457	ncbi-nuccore	1	1V	1V_C			
KF973458	ncbi-nuccore	1	1V	1V_B			
KF973459	ncbi-nuccore	1	1V	1V_C			
KF973460	ncbi-nuccore	1	1V	1V_B			
KF973461	ncbi-nuccore	1	1V	1V_C			
KF973462	ncbi-nuccore	1	1V	1V_C			
KF973463	ncbi-nuccore	1	1V	1V_B			
KF973464	ncbi-nuccore	1	1V	1V_C			
KF973465	ncbi-nuccore	1	1V	1V_C			
KF973466	ncbi-nuccore	1	1V	1V_B			
KF973467	ncbi-nuccore	1	1V	1V_B			
KF973468	ncbi-nuccore	1	1V	1V_C			
KF973469	ncbi-nuccore	1	1V	1V_C			
KF973470	ncbi-nuccore	1	1V	1V_C			
KF973471	ncbi-nuccore	1	1V	1V_C			
KF973472	ncbi-nuccore	1	1V	1V_B			
KF973473	ncbi-nuccore	1	1V	1V_B			
KF973474	ncbi-nuccore	1	1V	1V_B			
KF973475	ncbi-nuccore	1	1V	1V_B			
KF973476	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973477	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973478	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973479	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973480	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973481	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973482	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973483	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973484	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973485	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973486	ncbi-nuccore	3	3III	3III_C	3III_C2		
KF973487	ncbi-nuccore	3	3III	3III_C	3III_C2		
KJ010185	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KJ010186	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	
KJ160504	ncbi-nuccore	4	4II	4II_B	4II_B1		
KJ160505	ncbi-nuccore	3	3III				
KJ189255	ncbi-nuccore	3	3III	3III_C			
KJ189256	ncbi-nuccore	3	3III	3III_C			
KJ189257	ncbi-nuccore	3	3III	3III_C			
KJ189258	ncbi-nuccore	3	3III	3III_C			
KJ189259	ncbi-nuccore	3	3III	3III_C			
KJ189260	ncbi-nuccore	3	3III	3III_C			
KJ189261	ncbi-nuccore	3	3III	3III_C			
KJ189262	ncbi-nuccore	3	3III	3III_C			
KJ189263	ncbi-nuccore	3	3III	3III_C			
KJ189264	ncbi-nuccore	3	3III	3III_C			
KJ189265	ncbi-nuccore	3	3III	3III_C			
KJ189266	ncbi-nuccore	3	3III	3III_C			
KJ189267	ncbi-nuccore	3	3III	3III_C			
KJ189268	ncbi-nuccore	3	3III	3III_C			
KJ189269	ncbi-nuccore	3	3III	3III_C			
KJ189270	ncbi-nuccore	3	3III	3III_C			
KJ189271	ncbi-nuccore	3	3III	3III_C			
KJ189272	ncbi-nuccore	3	3III	3III_C			
KJ189273	ncbi-nuccore	3	3III	3III_C			
KJ189274	ncbi-nuccore	3	3III	3III_C			
KJ189275	ncbi-nuccore	3	3III	3III_C			
KJ189276	ncbi-nuccore	3	3III	3III_C			
KJ189277	ncbi-nuccore	3	3III	3III_C			
KJ189278	ncbi-nuccore	3	3III	3III_C			
KJ189279	ncbi-nuccore	3	3III	3III_C			
KJ189280	ncbi-nuccore	3	3III	3III_C			
KJ189281	ncbi-nuccore	3	3III	3III_C			
KJ189282	ncbi-nuccore	3	3III	3III_C			
KJ189283	ncbi-nuccore	3	3III	3III_C			
KJ189284	ncbi-nuccore	3	3III	3III_C			
KJ189285	ncbi-nuccore	3	3III	3III_C			
KJ189286	ncbi-nuccore	3	3III	3III_C			
KJ189287	ncbi-nuccore	3	3III	3III_C			
KJ189288	ncbi-nuccore	3	3III	3III_C			
KJ189289	ncbi-nuccore	3	3III	3III_C			
KJ189290	ncbi-nuccore	3	3III	3III_C			
KJ189291	ncbi-nuccore	3	3III	3III_C			
KJ189292	ncbi-nuccore	3	3III	3III_C			
KJ189293	ncbi-nuccore	3	3III	3III_C			
KJ189294	ncbi-nuccore	3	3III	3III_C			
KJ189295	ncbi-nuccore	3	3III	3III_C			
KJ189296	ncbi-nuccore	3	3III	3III_C			
KJ189297	ncbi-nuccore	3	3III	3III_C			
KJ189298	ncbi-nuccore	3	3III	3III_C			
KJ189299	ncbi-nuccore	3	3III	3III_C			
KJ189300	ncbi-nuccore	3	3III	3III_C			
KJ189301	ncbi-nuccore	3	3III	3III_C			
KJ189302	ncbi-nuccore	1	1V				
KJ189303	ncbi-nuccore	1	1V	1V_G			
KJ189304	ncbi-nuccore	1	1V	1V_G			
KJ189305	ncbi-nuccore	2	2III	2III_D	2III_D3		
KJ189306	ncbi-nuccore	1	1V	1V_C			
KJ189307	ncbi-nuccore	1	1V	1V_C			
KJ189308	ncbi-nuccore	2	2III	2III_D	2III_D1		
KJ189309	ncbi-nuccore	2	2III	2III_D	2III_D1		
KJ189310	ncbi-nuccore	2	2III	2III_D	2III_D1		
KJ189311	ncbi-nuccore	2	2III	2III_D	2III_D1		
KJ189312	ncbi-nuccore	1	1V	1V_C			
KJ189313	ncbi-nuccore	1	1V				
KJ189314	ncbi-nuccore	1	1V	1V_C			
KJ189315	ncbi-nuccore	1	1V	1V_C			
KJ189316	ncbi-nuccore	1	1V	1V_C			
KJ189317	ncbi-nuccore	1	1V	1V_C			
KJ189318	ncbi-nuccore	1	1V				
KJ189319	ncbi-nuccore	1	1V				
KJ189320	ncbi-nuccore	1	1V				
KJ189321	ncbi-nuccore	1	1V				
KJ189322	ncbi-nuccore	1	1V	1V_C			
KJ189323	ncbi-nuccore	1	1V	1V_C			
KJ189324	ncbi-nuccore	1	1V	1V_C			
KJ189325	ncbi-nuccore	1	1V	1V_C			
KJ189326	ncbi-nuccore	1	1V	1V_C			
